ID_Credit;Customer_ID;LoanDate;B_M;City;age;Time_experience;Activity;BankingExp;OtherIncome;SectBalance;Exp;Income;Delincuency_Hist;score_1;score_2;score_3;score_4;Cupo_solicitado;Cupo_aprobado;Canal_cobranza;Resultado_cobranza
2542;1007888;2019-01-21 00:00:00;1;NEW ENGALND;64;0;Empleado;N;S;2000;435;550;0;437;593;557;974;18716;16581;Correo;No contactado
2543;1062505;2019-12-12 00:00:00;1;ATLANTHIC SOUTH;41;0;Empleado;S;S;11200;450;1217;0;489;617;718;817;29226;21684;Call center;Promesa de pago
2544;1084003;2014-12-14 00:00:00;1;ATLANTHIC SOUTH;48;0;Pensionado;S;N;6500;300;1200;0;485;623;700;824;11721;11120;Call center;Promesa de pago
2545;1025707;2016-05-23 00:00:00;0;NEW YORK;39;0;Empleado;S;S;6250;564,643;800;0;821;672;509;539;28386;27077;Ninguno;No aplica
2546;1056373;2019-09-17 00:00:00;1;NEW YORK;43;0;Pensionado;S;S;11250;415;800;2;522;542;743;656;25609;13924;Whatsapp;Sin gestión
2547;1061501;2019-10-05 00:00:00;1;ATLANTHIC SOUTH;58;0;Empleado;S;S;10000;1000;2553;2;431;616;657;727;24362;23588;SMS;Pago parcial
2548;1012631;2015-08-30 00:00:00;1;NEW YORK;44;0;Pensionado;S;S;14500;450;1000;0;472;603;677;630;12373;11294;Correo;No contactado
2549;1076889;2020-03-03 00:00:00;0;CHICAGO;67;0;independiente;S;S;8750;300;1000;3;751;631;589;814;10907;9769;Ninguno;No aplica
2550;1024910;2019-11-16 00:00:00;1;545454;65;0;Pensionado;S;S;11000;420;1400;1;604;665;739;847;27481;16501;Call center;Promesa de pago
2551;1064976;2017-09-02 00:00:00;1;ATLANTHIC SOUTH;61;0;independiente;S;S;1800;300;1200;2;421;598;567;672;21127;19068;Correo;No contactado
2552;1096512;2017-10-04 00:00:00;0;NEW YORK;41;0;Empleado;S;S;3902;570;1360;0;606;724;708;831;10656;9858;Ninguno;No aplica
2553;1011247;2019-07-22 00:00:00;1;NEW YORK;51;0;Pensionado;N;S;5000;280;700;0;594;664;707;720;13984;9014;Correo;No contactado
2554;1036230;2015-06-26 00:00:00;0;NEW YORK;52;0;Empleado;S;S;8750;500;1300;0;719;681;582;903;25643;25031;Ninguno;No aplica
2555;1071291;2015-01-09 00:00:00;0;NEW YORK;45;0;independiente;S;S;9000;653;1200;1;657;699;789;683;13286;6974;Ninguno;No aplica
2556;1063383;2015-10-28 00:00:00;0;NEW YORK;48;0;Pensionado;S;S;8750;282,5;850;0;727;729;666;722;10901;6268;Ninguno;No aplica
2557;1055826;2014-12-19 00:00:00;0;545454;47;0;Empleado;S;S;6500;500;1500;4;568;637;696;796;9917;7624;Ninguno;No aplica
2558;1024974;2015-03-16 00:00:00;0;NEW YORK;50;0;Pensionado;S;S;4000;350;800;0;700;683;543;785;13429;10581;Ninguno;No aplica
2559;1027387;2017-07-22 00:00:00;1;NEW YORK;49;0;Pensionado;S;S;6500;350;800;1;516;588;798;766;19716;16218;Call center;Promesa de pago
2560;1071484;2015-03-03 00:00:00;0;ATLANTHIC SOUTH;38;0;Pensionado;S;S;5625;430;1800;0;746;623;564;657;20795;10574;Ninguno;No aplica
2561;1059552;2018-01-14 00:00:00;0;CHICAGO;50;0;independiente;S;S;8750;300;600;1;649;819;722;716;16138;15818;Ninguno;No aplica
2562;1038868;2015-09-01 00:00:00;1;NEW YORK;52;0;Empleado;S;S;6800;182,427;506,5;0;504;496;580;647;7530;3933;Correo;No contactado
2563;1093356;2019-01-03 00:00:00;0;ATLANTHIC SOUTH;27;0;Pensionado;S;S;9375;300;1340;1;654;602;607;684;23344;13342;Ninguno;No aplica
2564;1072700;2018-10-25 00:00:00;0;NEW YORK;44;0;Empleado;N;S;6750;380;850;0;713;759;705;570;28429;14414;Ninguno;No aplica
2565;1030895;2018-03-19 00:00:00;0;NEW YORK;40;0;Pensionado;S;S;3125;140;480;0;655;723;722;510;22432;17574;Ninguno;No aplica
2566;1089560;2020-01-27 00:00:00;1;NEW ENGALND;52;0;Pensionado;S;S;12000;280;1750;0;480;518;561;725;10772;10407;Whatsapp;Sin gestión
2567;1096455;2015-07-05 00:00:00;0;NEW ENGALND;56;0;independiente;N;S;3000;400;1400;0;650;716;726;784;20476;17056;Ninguno;No aplica
2568;1039410;2016-12-31 00:00:00;1;NEW YORK;52;0;Empleado;S;S;2000;220;1200;2;533;668;723;803;23913;21793;SMS;Pago parcial
2569;1064141;2017-07-26 00:00:00;0;NEW YORK;33;0;independiente;S;S;6250;590;2000;0;743;678;584;663;20751;10513;Ninguno;No aplica
2570;1025077;2018-10-12 00:00:00;0;NEW YORK;31;0;Pensionado;S;S;4250;210;800;1;688;836;762;827;7964;6140;Ninguno;No aplica
2571;1004236;2017-10-26 00:00:00;1;ATLANTHIC SOUTH;25;0;Pensionado;N;S;5000;490;1650;2;502;477;548;669;12137;8857;SMS;Pago parcial
2572;1035513;2017-03-27 00:00:00;0;NEW YORK;49;0;independiente;S;N;11250;1750;2000;0;628;722;606;497;22347;16749;Ninguno;No aplica
2573;1072512;2016-03-08 00:00:00;0;ATLANTHIC SOUTH;55;0;independiente;S;N;5600;550;1200;4;685;750;684;474;21920;11751;Ninguno;No aplica
2574;1059637;2018-08-09 00:00:00;1;ATLANTHIC SOUTH;48;0;independiente;S;S;2500;1121;1357;0;497;633;590;614;18891;15910;SMS;Pago parcial
2575;1085872;2019-07-04 00:00:00;1;ATLANTHIC SOUTH;73;50;Pensionado;N;N;14000;1500;5592;0;631;568;668;793;12340;9275;Whatsapp;Sin gestión
2576;1054482;2016-02-23 00:00:00;0;ATLANTHIC SOUTH;49;25;Pensionado;N;N;15400;1312;2690;0;644;663;667;613;28563;25209;Ninguno;No aplica
2577;1069294;2019-09-11 00:00:00;0;ATLANTHIC SOUTH;44;20;Empleado;N;S;12500;2520;6000;1;773;707;637;711;12967;9630;Ninguno;No aplica
2578;1001835;2016-11-17 00:00:00;0;ATLANTHIC SOUTH;27;0;independiente;S;S;8000;415;1200;0;750;729;708;818;17415;10008;Ninguno;No aplica
2579;1094097;2016-12-15 00:00:00;0;NEW YORK;48;0;Pensionado;S;S;8750;500;1200;0;714;716;634;571;16871;13904;Ninguno;No aplica
2580;1038513;2016-02-27 00:00:00;0;ATLANTHIC SOUTH;29;10;independiente;S;S;15000;1500;6000;3;788;742;666;713;16916;9916;Ninguno;No aplica
2581;1050917;2017-04-21 00:00:00;0;CHICAGO;33;0;Pensionado;S;S;9000;400;900;0;719;619;730;719;13734;12858;Ninguno;No aplica
2582;1012132;2016-02-18 00:00:00;1;ATLANTHIC SOUTH;32;0;Pensionado;S;S;6250;600;1900;0;519;566;705;643;5845;4714;Whatsapp;Sin gestión
2583;1007018;2019-09-06 00:00:00;0;NEW YORK;49;0;Pensionado;N;S;62500;350;800;0;697;624;705;792;27161;15715;Ninguno;No aplica
2584;1018815;2017-05-30 00:00:00;0;NEW YORK;45;0;Pensionado;S;S;9000;968;1850;2;761;657;570;644;24420;23960;Ninguno;No aplica
2585;1014719;2019-01-11 00:00:00;0;545454;41;0;Pensionado;S;S;12500;800;2400;0;755;741;687;635;27331;20749;Ninguno;No aplica
2586;1059577;2017-12-08 00:00:00;1;NEW ENGALND;52;0;Empleado;S;S;2000;544;1200;0;469;586;589;910;7494;4020;Whatsapp;Sin gestión
2587;1009309;2015-08-16 00:00:00;1;NEW YORK;50;0;Pensionado;S;S;13540;250;500;3;434;736;560;767;17677;14379;SMS;Pago parcial
2588;1020950;2017-09-30 00:00:00;0;545454;54;0;independiente;S;S;7000;583;1200;0;690;692;645;753;24103;15103;Ninguno;No aplica
2589;1021429;2015-01-18 00:00:00;1;NEW YORK;51;0;independiente;N;S;4000;2510;4500;0;460;584;587;842;23268;20984;Correo;No contactado
2590;1017583;2018-05-19 00:00:00;1;ATLANTHIC SOUTH;54;0;Empleado;N;S;5400;500;1200;0;497;586;705;661;17330;15751;Whatsapp;Sin gestión
2591;1085734;2016-01-03 00:00:00;1;NEW YORK;25;0;Empleado;S;N;7500;200;400;0;562;542;707;832;25733;25462;Call center;Promesa de pago
2592;1054808;2015-08-28 00:00:00;1;CHICAGO;30;0;Empleado;N;N;11250;300;1200;3;477;577;517;675;10179;7644;Whatsapp;Sin gestión
2593;1038116;2017-01-25 00:00:00;1;545454;46;0;Pensionado;S;N;2760;330;1900;2;498;648;592;671;11610;8446;Call center;Promesa de pago
2594;1042478;2019-12-08 00:00:00;0;NEW YORK;46;0;independiente;S;S;3750;230;500;3;703;687;548;646;11430;10021;Ninguno;No aplica
2595;1041917;2016-06-29 00:00:00;1;NEW YORK;40;0;independiente;S;S;3781;1247;1771,833;2;542;532;618;664;12154;6882;SMS;Pago parcial
2596;1053219;2015-01-09 00:00:00;1;NEW YORK;44;0;Pensionado;S;S;5000;320;750;0;388;524;682;794;18828;14563;Call center;Promesa de pago
2597;1034118;2015-11-14 00:00:00;0;NEW YORK;58;0;independiente;S;S;7500;240;700;0;670;653;633;694;15145;11709;Ninguno;No aplica
2598;1058610;2015-05-19 00:00:00;1;NEW YORK;70;0;independiente;S;S;5000;286;700;0;511;584;609;676;11488;6258;Whatsapp;Sin gestión
2599;1055773;2018-12-28 00:00:00;1;ATLANTHIC SOUTH;21;0;independiente;N;S;11600;880;1500;0;560;652;741;781;26121;18520;Whatsapp;Sin gestión
2600;1022959;2015-04-28 00:00:00;0;NEW YORK;62;0;independiente;S;N;7600;250;1044;4;675;600;489;645;27909;25862;Ninguno;No aplica
2601;1031810;2016-04-05 00:00:00;0;NEW ENGALND;30;0;Pensionado;S;N;10000;465;1250;2;606;661;737;640;8850;8213;Ninguno;No aplica
2602;1061654;2015-10-24 00:00:00;0;ATLANTHIC SOUTH;55;0;Pensionado;S;S;10000;700;1610;3;731;689;612;674;22073;12132;Ninguno;No aplica
2603;1067377;2015-01-03 00:00:00;1;NEW YORK;46;0;independiente;S;S;12250;770;1460;3;468;470;645;762;18564;10124;Correo;No contactado
2604;1044166;2019-08-01 00:00:00;1;NEW YORK;45;0;independiente;S;S;6250;180;600;3;441;530;613;755;26559;16768;SMS;Pago parcial
2605;1079961;2015-05-12 00:00:00;0;ATLANTHIC SOUTH;23;0;independiente;S;N;12000;677;1300;0;669;639;758;637;10078;9447;Ninguno;No aplica
2606;1065599;2019-04-19 00:00:00;1;NEW YORK;57;0;independiente;S;S;5400;588;1200;4;491;532;564;796;17168;9690;Call center;Promesa de pago
2607;1079138;2015-07-10 00:00:00;0;NEW ENGALND;56;0;independiente;N;S;6800;600;1300;4;670;692;651;650;10448;8985;Ninguno;No aplica
2608;1003744;2018-08-08 00:00:00;1;ATLANTHIC SOUTH;52;10;Empleado;S;N;16250;638;2000;0;390;570;687;661;22563;12423;SMS;Pago parcial
2609;1064537;2016-10-18 00:00:00;0;NEW YORK;48;0;independiente;N;S;6250;415;2100;1;745;647;537;538;14074;11422;Ninguno;No aplica
2610;1073797;2019-09-23 00:00:00;0;545454;50;0;Pensionado;S;S;12500;350;1500;0;764;706;586;758;11406;7734;Ninguno;No aplica
2611;1000604;2016-04-21 00:00:00;1;ATLANTHIC SOUTH;63;0;Empleado;N;S;9000;500;1300;0;533;683;640;721;29975;26811;Whatsapp;Sin gestión
2612;1029366;2016-11-13 00:00:00;0;ATLANTHIC SOUTH;34;10;Pensionado;S;S;12500;3600;7600;1;643;778;588;689;28291;17451;Ninguno;No aplica
2613;1096945;2018-08-06 00:00:00;0;NEW YORK;63;10;Pensionado;S;S;18000;4900;10200;1;690;565;593;764;13800;11310;Ninguno;No aplica
2614;1032971;2015-04-01 00:00:00;1;545454;44;0;Pensionado;S;S;8000;390;1300;0;500;615;626;677;19083;11790;Correo;No contactado
2615;1053072;2015-08-12 00:00:00;0;NEW YORK;32;0;Empleado;S;S;7500;290;1200;4;730;669;695;546;6638;5688;Ninguno;No aplica
2616;1071425;2020-01-14 00:00:00;1;ATLANTHIC SOUTH;46;0;Pensionado;S;S;120000;410;1000;2;533;589;626;726;27055;25346;Whatsapp;Sin gestión
2617;1050883;2018-05-16 00:00:00;0;ATLANTHIC SOUTH;39;0;independiente;S;S;11875;2558;3633;0;663;656;725;698;28312;15951;Ninguno;No aplica
2618;1095587;2015-01-13 00:00:00;0;ATLANTHIC SOUTH;31;8;independiente;N;S;15000;650;1760;0;704;687;580;646;15340;14317;Ninguno;No aplica
2619;1077166;2015-12-04 00:00:00;1;NEW YORK;27;0;Empleado;S;N;5400;642;980;1;523;589;562;853;6382;5085;Whatsapp;Sin gestión
2620;1074924;2020-03-17 00:00:00;0;ATLANTHIC SOUTH;56;0;Pensionado;N;S;3000;400;2500;0;773;645;785;446;6403;3608;Ninguno;No aplica
2621;1029183;2015-05-12 00:00:00;0;NEW ENGALND;27;0;Empleado;S;S;2500;350;1400;2;735;626;604;771;14011;10001;Ninguno;No aplica
2622;1088047;2015-06-17 00:00:00;1;ATLANTHIC SOUTH;60;0;Pensionado;S;N;6050;250;1800;2;539;553;558;791;8292;4813;Whatsapp;Sin gestión
2623;1086876;2017-04-03 00:00:00;1;ATLANTHIC SOUTH;50;20;Empleado;S;S;18000;1050;3000;3;504;594;528;761;14011;11912;Call center;Promesa de pago
2624;1068304;2016-12-10 00:00:00;0;NEW YORK;21;0;Pensionado;S;S;12600;400;1500;4;771;716;725;370;5419;4766;Ninguno;No aplica
2625;1005513;2019-04-28 00:00:00;0;NEW YORK;45;30;independiente;N;N;5400;1422;1810;1;720;731;626;786;17411;9627;Ninguno;No aplica
2626;1041261;2019-01-11 00:00:00;0;NEW YORK;44;20;Pensionado;S;S;5400;1290;1450;0;657;650;632;578;9517;7167;Ninguno;No aplica
2627;1036089;2018-04-08 00:00:00;0;NEW YORK;55;20;independiente;S;S;5400;817;1624;3;770;697;639;624;24686;22398;Ninguno;No aplica
2628;1010022;2017-02-25 00:00:00;0;NEW YORK;34;15.83333333;Pensionado;S;S;6250;410;1200;1;735;738;721;655;29241;28308;Ninguno;No aplica
2629;1072262;2016-07-17 00:00:00;0;ATLANTHIC SOUTH;50;10;Pensionado;N;S;8500;400;1650;4;678;750;637;707;20422;15455;Ninguno;No aplica
2630;1054317;2019-06-19 00:00:00;1;NEW YORK;49;20;Empleado;S;S;6600;795;1465;0;476;576;814;778;14700;14335;Whatsapp;Sin gestión
2631;1039081;2020-11-09 00:00:00;0;ATLANTHIC SOUTH;61;10;Empleado;S;S;6250;669,5;1550;0;715;667;659;750;29254;22463;Ninguno;No aplica
2632;1031691;2016-02-05 00:00:00;0;NEW YORK;42;40;Pensionado;N;N;5400;800;1100;0;723;691;724;743;10693;7454;Ninguno;No aplica
2633;1088041;2018-08-19 00:00:00;1;NEW ENGALND;36;16.66666667;independiente;N;S;8000;400;700;0;510;511;706;743;5767;5329;SMS;Pago parcial
2634;1001528;2018-05-21 00:00:00;0;ATLANTHIC SOUTH;22;9;Pensionado;S;S;12600;500;2000;0;716;668;647;707;23428;17489;Ninguno;No aplica
2635;1042685;2020-01-26 00:00:00;1;NEW YORK;59;25;Empleado;N;S;2625;285;480;4;585;625;609;622;19818;14585;SMS;Pago parcial
2636;1068392;2018-05-20 00:00:00;0;NEW ENGALND;38;20;independiente;N;S;5000;653;1027;0;754;719;673;602;6549;4880;Ninguno;No aplica
2637;1054641;2021-01-27 00:00:00;0;ATLANTHIC SOUTH;58;20;Empleado;S;S;6375;445;1650;0;710;664;686;751;14956;13810;Ninguno;No aplica
2638;1058135;2018-05-14 00:00:00;0;NEW YORK;37;22;Pensionado;S;S;10000;1008;1349;1;747;693;610;745;11140;10204;Ninguno;No aplica
2639;1063221;2016-01-05 00:00:00;0;ATLANTHIC SOUTH;68;40;independiente;S;S;7500;650;1680;0;648;631;662;735;15837;11114;Ninguno;No aplica
2640;1063740;2019-02-24 00:00:00;0;NEW YORK;66;30;Pensionado;S;S;12500;350;1100;0;720;722;737;624;8716;5811;Ninguno;No aplica
2641;1035883;2019-07-07 00:00:00;0;NEW YORK;30;11.66666667;Pensionado;N;S;10000;410;1200;3;790;675;795;752;9481;7072;Ninguno;No aplica
2642;1022879;2018-08-08 00:00:00;0;NEW YORK;73;20;Pensionado;S;S;7500;270;950;4;689;663;710;565;29282;23027;Ninguno;No aplica
2643;1015020;2018-08-09 00:00:00;0;ATLANTHIC SOUTH;56;39;Pensionado;S;S;8750;675;2328;1;658;658;780;767;11548;7150;Ninguno;No aplica
2644;1061186;2019-10-09 00:00:00;1;ATLANTHIC SOUTH;40;20;Empleado;S;S;7600;650;1200;4;467;576;606;697;23677;21238;Correo;No contactado
2645;1029780;2020-04-27 00:00:00;0;545454;59;42;independiente;S;N;7500;780;1500;3;646;653;699;822;9837;7311;Ninguno;No aplica
2646;1061074;2020-07-18 00:00:00;0;NEW YORK;57;20;Pensionado;S;S;2750;380;1200;4;661;719;744;533;12758;8510;Ninguno;No aplica
2647;1024559;2021-03-24 00:00:00;0;NEW YORK;61;11.66666667;independiente;S;S;5100;719;920;0;681;656;587;829;15900;8799;Ninguno;No aplica
2648;1066326;2017-05-31 00:00:00;0;NEW YORK;36;10;independiente;S;S;7500;200;800;1;630;776;616;637;28177;17453;Ninguno;No aplica
2649;1085013;2016-12-14 00:00:00;1;NEW YORK;30;17;Empleado;N;S;5400;866,666;1300;3;501;668;772;686;29022;28286;SMS;Pago parcial
2650;1096041;2021-03-08 00:00:00;0;NEW YORK;27;10;independiente;N;S;4375;490;1100;2;745;627;582;688;12993;8479;Ninguno;No aplica
2651;1016102;2018-07-15 00:00:00;0;545454;45;37;Pensionado;S;N;5000;750;1400;1;655;684;556;607;27391;16008;Ninguno;No aplica
2652;1067872;2016-09-06 00:00:00;0;NEW YORK;34;15;Pensionado;S;N;7250;200;1000;0;776;641;757;663;10542;7699;Ninguno;No aplica
2653;1012486;2019-06-02 00:00:00;0;ATLANTHIC SOUTH;22;5;Empleado;N;S;9600;250;1335;3;726;660;734;604;27740;18129;Ninguno;No aplica
2654;1062792;2017-02-27 00:00:00;1;NEW ENGALND;43;25;Pensionado;S;S;8000;300;1500;0;552;700;680;657;29817;15433;Whatsapp;Sin gestión
2655;1040104;2018-06-10 00:00:00;1;ATLANTHIC SOUTH;53;20;independiente;S;S;1500;200;800;2;467;562;647;764;19828;13118;Whatsapp;Sin gestión
2656;1075470;2017-06-19 00:00:00;1;ATLANTHIC SOUTH;32;10;Pensionado;N;S;5500;930;1800;3;543;602;619;639;28764;22207;SMS;Pago parcial
2657;1076388;2018-03-21 00:00:00;1;NEW YORK;29;10;independiente;S;N;7500;248;1000;1;445;612;670;651;21052;16333;Correo;No contactado
2658;1055456;2020-12-02 00:00:00;1;ATLANTHIC SOUTH;48;20;Empleado;S;S;3200;750;1400;4;545;520;761;596;7385;5009;Correo;No contactado
2659;1040235;2021-03-21 00:00:00;1;NEW YORK;39;20;Empleado;S;N;6250;200;1200;3;509;529;667;675;19308;13972;SMS;Pago parcial
2660;1032665;2018-08-24 00:00:00;0;NEW YORK;33;12;Pensionado;S;S;6000;440;1000;3;728;608;802;788;25652;25210;Ninguno;No aplica
2661;1039053;2018-05-02 00:00:00;0;545454;29;10;Pensionado;S;N;10000;750;1400;3;641;627;587;594;5671;3905;Ninguno;No aplica
2662;1030699;2017-09-11 00:00:00;0;NEW YORK;66;48;Empleado;S;S;3750;210;1030;0;655;509;649;604;5163;3248;Ninguno;No aplica
2663;1088779;2020-03-12 00:00:00;0;545454;41;20;Empleado;S;S;9000;850;2600;0;730;713;624;687;13656;8490;Ninguno;No aplica
2664;1003816;2016-10-18 00:00:00;1;NEW YORK;54;20;independiente;S;S;6250;370;950;0;453;703;574;687;16234;11833;Call center;Promesa de pago
2665;1058860;2017-07-17 00:00:00;0;545454;53;30;Empleado;S;S;5000;580;1250;0;723;689;639;871;25976;22853;Ninguno;No aplica
2666;1095263;2019-04-04 00:00:00;0;NEW YORK;30;12;independiente;S;S;7500;400;1170;4;632;595;679;655;9795;5906;Ninguno;No aplica
2667;1025276;2018-05-16 00:00:00;1;ATLANTHIC SOUTH;63;20;Pensionado;S;S;6250;250;1200;3;542;541;687;750;15634;13362;Call center;Promesa de pago
2668;1027769;2018-07-09 00:00:00;0;NEW YORK;40;22.5;Empleado;S;S;11250;400;1200;2;638;652;802;755;9798;5003;Ninguno;No aplica
2669;1092165;2016-01-08 00:00:00;1;545454;50;11.66666667;Empleado;S;S;8000;400;1800;0;528;519;683;803;27420;19454;Call center;Promesa de pago
2670;1016198;2016-09-12 00:00:00;1;ATLANTHIC SOUTH;38;19;Empleado;S;S;19000;778;1400;0;531;632;731;741;23739;21079;Call center;Promesa de pago
2671;1028560;2020-05-22 00:00:00;0;NEW ENGALND;29;10;Pensionado;S;N;17600;360;1100;4;665;729;655;655;27271;18254;Ninguno;No aplica
2672;1098459;2016-05-08 00:00:00;0;545454;55;25;Pensionado;N;N;16500;350;1550;0;729;611;767;852;29345;22944;Ninguno;No aplica
2673;1032218;2018-06-06 00:00:00;1;545454;26;8;Empleado;S;N;8750;750;1400;2;513;624;818;711;15749;9489;SMS;Pago parcial
2674;1098649;2017-08-28 00:00:00;1;NEW ENGALND;59;25;Empleado;S;S;7200;870;2550;0;473;672;687;680;10827;9430;Correo;No contactado
2675;1005219;2021-01-19 00:00:00;1;NEW YORK;33;15;independiente;S;S;7500;350;1700;0;450;694;581;662;9719;5114;Whatsapp;Sin gestión
2676;1024576;2021-01-25 00:00:00;0;NEW ENGALND;69;60;Pensionado;S;S;7500;320;940;2;602;852;612;515;5593;5181;Ninguno;No aplica
2677;1008480;2019-10-29 00:00:00;0;NEW ENGALND;35;16.66666667;Empleado;N;S;5000;360;900;0;717;626;670;744;26223;15710;Ninguno;No aplica
2678;1098695;2021-04-18 00:00:00;0;ATLANTHIC SOUTH;38;20;independiente;S;S;8500;800;2000;3;622;849;682;459;12394;11616;Ninguno;No aplica
2679;1067893;2019-12-07 00:00:00;1;NEW YORK;35;15;Pensionado;S;N;5000;400;700;0;505;559;699;719;19056;12887;Whatsapp;Sin gestión
2680;1068675;2018-02-25 00:00:00;0;NEW YORK;47;20;Pensionado;S;N;7500;200;1200;2;687;644;682;652;24877;21428;Ninguno;No aplica
2681;1093439;2018-08-18 00:00:00;0;ATLANTHIC SOUTH;40;20;Pensionado;S;S;9600;400;1920;3;734;700;650;872;27548;18171;Ninguno;No aplica
2682;1009794;2016-07-19 00:00:00;1;NEW ENGALND;48;20;Empleado;N;S;18400;600;2600;0;485;545;605;555;15636;14900;SMS;Pago parcial
2683;1076471;2017-03-29 00:00:00;1;ATLANTHIC SOUTH;28;10;Pensionado;N;S;17500;670;1300;3;484;604;678;639;24056;13551;Whatsapp;Sin gestión
2684;1003077;2016-05-22 00:00:00;0;545454;61;40;independiente;S;S;3750;725;2400;0;737;601;780;658;25584;15076;Ninguno;No aplica
2685;1038178;2017-07-25 00:00:00;1;NEW YORK;48;10;Pensionado;S;N;3000;200;1000;2;517;566;721;702;5016;3745;Call center;Promesa de pago
2686;1060123;2019-01-03 00:00:00;0;NEW YORK;48;26.66666667;Pensionado;S;S;3800;290;800;0;716;757;687;621;8191;4431;Ninguno;No aplica
2687;1033588;2019-03-17 00:00:00;1;NEW ENGALND;44;15;Pensionado;S;S;7000;198;1490;0;523;577;722;713;5392;3224;Correo;No contactado
2688;1083995;2016-04-25 00:00:00;0;NEW YORK;41;20;independiente;S;N;13500;1191;1785;0;623;688;624;557;11272;10955;Ninguno;No aplica
2689;1002702;2017-08-13 00:00:00;0;NEW ENGALND;42;11.66666667;independiente;S;S;11000;600;1250;0;738;709;614;702;21955;21697;Ninguno;No aplica
2690;1006798;2020-12-31 00:00:00;1;NEW YORK;51;30;Empleado;S;S;4500;360;900;0;531;650;598;511;8631;5939;SMS;Pago parcial
2691;1013761;2020-07-07 00:00:00;1;NEW YORK;41;23.33333333;independiente;S;S;6250;300;800;1;449;481;641;718;11172;10743;Correo;No contactado
2692;1011265;2016-07-04 00:00:00;1;CHICAGO;40;20;Pensionado;S;S;6600;500;900;0;488;615;620;666;14312;11055;SMS;Pago parcial
2693;1002576;2021-03-19 00:00:00;0;ATLANTHIC SOUTH;53;21.66666667;Empleado;S;S;11200;400;1200;2;698;664;735;761;28561;18133;Ninguno;No aplica
2694;1006970;2021-01-06 00:00:00;1;545454;38;12;independiente;S;S;7500;240;2000;0;493;590;617;878;29817;25380;SMS;Pago parcial
2695;1037003;2016-08-08 00:00:00;0;545454;40;15;Empleado;S;S;7200;1000;2100;0;717;744;594;640;25281;20969;Ninguno;No aplica
2696;1070174;2017-09-16 00:00:00;1;NEW YORK;57;40;Pensionado;S;S;5625;500;1000;0;572;508;786;845;29507;29347;SMS;Pago parcial
2697;1073531;2018-08-02 00:00:00;1;NEW ENGALND;40;10;independiente;S;N;3600;400;2300;4;554;519;618;692;23663;14967;SMS;Pago parcial
2698;1034288;2016-07-17 00:00:00;0;545454;40;10;Empleado;S;S;16000;370;1860;4;634;564;661;583;28835;24107;Ninguno;No aplica
2699;1041385;2019-05-20 00:00:00;0;NEW YORK;42;29;Empleado;S;S;8100;1120;1500;0;731;647;682;827;13906;7315;Ninguno;No aplica
2700;1014190;2019-12-23 00:00:00;1;ATLANTHIC SOUTH;49;2.5;independiente;S;S;10000;500;1700;3;566;660;570;767;22159;12339;Correo;No contactado
2701;1051783;2016-02-14 00:00:00;1;ATLANTHIC SOUTH;52;35;independiente;N;S;13000;800;2300;3;519;573;736;720;28253;14182;Whatsapp;Sin gestión
2702;1055489;2019-06-05 00:00:00;1;NEW YORK;42;10;Empleado;N;S;12500;283;2011;0;555;500;695;782;23631;23625;SMS;Pago parcial
2703;1014548;2020-05-25 00:00:00;0;NEW YORK;39;13.33333333;Empleado;S;S;6500;565;1000;0;801;651;759;695;28472;25657;Ninguno;No aplica
2704;1099814;2019-10-27 00:00:00;1;ATLANTHIC SOUTH;28;7;independiente;N;S;2500;570;1333;4;551;491;602;714;21462;19173;Call center;Promesa de pago
2705;1095071;2017-06-04 00:00:00;1;NEW YORK;40;20;Empleado;S;S;6750;830;1086;0;512;512;657;601;13080;9874;SMS;Pago parcial
2706;1061318;2015-12-09 00:00:00;0;CHICAGO;39;19;independiente;S;S;5000;400;700;0;752;703;653;646;12099;7865;Ninguno;No aplica
2707;1088465;2021-04-10 00:00:00;0;ATLANTHIC SOUTH;41;15;Empleado;S;N;8750;2500;4000;3;707;610;668;726;25310;14569;Ninguno;No aplica
2708;1024857;2017-06-02 00:00:00;0;CHICAGO;64;33.33333333;Pensionado;S;S;3000;300;500;4;701;747;548;659;28724;18450;Ninguno;No aplica
2709;1072634;2020-12-28 00:00:00;0;NEW YORK;49;20;Empleado;S;S;12500;631;953;0;682;676;658;751;19916;13702;Ninguno;No aplica
2710;1010082;2018-12-09 00:00:00;1;NEW YORK;68;40;independiente;S;N;5000;200;1000;0;578;585;550;755;12083;10611;Correo;No contactado
2711;1054318;2020-07-13 00:00:00;0;ATLANTHIC SOUTH;47;30;Pensionado;S;N;12875;1500;3500;0;659;663;675;591;27614;21258;Ninguno;No aplica
2712;1002667;2017-11-30 00:00:00;1;NEW YORK;32;14;Empleado;N;S;3750;1520;1962;4;577;626;501;601;14223;7663;SMS;Pago parcial
2713;1020879;2019-01-04 00:00:00;0;NEW YORK;36;18.33333333;independiente;S;S;9500;250;1173;2;725;727;520;656;9940;5060;Ninguno;No aplica
2714;1045405;2016-01-30 00:00:00;0;ATLANTHIC SOUTH;28;20;independiente;S;S;10000;320;1200;3;630;700;707;623;24655;13589;Ninguno;No aplica
2715;1020729;2020-05-29 00:00:00;1;NEW YORK;32;20;Empleado;S;S;5400;800;1100;2;518;614;612;750;8456;5964;Call center;Promesa de pago
